Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,94.04000091552734,94.9000015258789,93.79000091552734,94.83999633789062,80.3067855834961,1744600
2020-01-03,93.4000015258789,93.72000122070312,92.68000030517578,93.26000213623047,78.96890258789062,1526300
2020-01-06,92.12000274658203,93.5199966430664,91.97000122070312,93.48999786376953,79.16365814208984,1689000
2020-01-07,93.20999908447266,93.80000305175781,92.7300033569336,93.38999938964844,79.0789794921875,1740400
2020-01-08,93.80000305175781,95.36000061035156,93.44000244140625,93.98999786376953,79.58704376220703,3611400
2020-01-09,94.68000030517578,95.05999755859375,94.36000061035156,94.69999694824219,80.18824768066406,2279500
2020-01-10,94.6500015258789,94.98999786376953,94.04000091552734,94.41000366210938,79.94269561767578,1429200
2020-01-13,94.55999755859375,95.08000183105469,94.12000274658203,95.06999969482422,80.50155639648438,1517000
2020-01-14,94.75,95.62999725341797,94.69000244140625,94.93000030517578,80.38299560546875,1907500
2020-01-15,94.08000183105469,95.0,93.81999969482422,94.31999969482422,79.86647033691406,2023900
2020-01-16,95.0,95.54000091552734,94.87999725341797,95.38999938964844,80.77251434326172,2203200
2020-01-17,95.47000122070312,97.0999984741211,95.41000366210938,97.0999984741211,82.22046661376953,2501500
2020-01-21,96.30999755859375,96.44999694824219,94.94000244140625,95.48999786376953,80.857177734375,2076200
2020-01-22,95.7699966430664,96.08000183105469,95.37000274658203,95.94999694824219,81.2467041015625,1640400
2020-01-23,95.30999755859375,95.77999877929688,94.02999877929688,95.52999877929688,80.89105224609375,1992500
2020-01-24,95.66000366210938,95.66000366210938,92.5,93.5199966430664,79.18905639648438,1924000
2020-01-27,91.16999816894531,91.80999755859375,90.16999816894531,90.3499984741211,76.50482940673828,2104300
2020-01-28,91.18000030517578,92.54000091552734,90.63999938964844,92.0,77.9020004272461,1755500
2020-01-29,92.5199966430664,93.0199966430664,91.9000015258789,91.91000366210938,77.82579803466797,1290000
2020-01-30,90.98999786376953,93.19999694824219,90.68000030517578,93.11000061035156,78.84190368652344,1442400
2020-01-31,92.04000091552734,92.5999984741211,90.58000183105469,91.05999755859375,77.10602569580078,2695900
2020-02-03,91.6500015258789,93.0,91.44000244140625,91.5,77.4786148071289,1508400
2020-02-04,93.20999908447266,94.41999816894531,93.19999694824219,93.52999877929688,79.1975326538086,2080900
2020-02-05,95.33000183105469,96.91999816894531,94.52999877929688,95.63999938964844,80.98419189453125,3808500
2020-02-06,96.58000183105469,96.62000274658203,95.31999969482422,95.33000183105469,80.72171783447266,1762500
2020-02-07,94.70999908447266,95.3499984741211,94.2300033569336,94.66999816894531,80.16284942626953,1510300
2020-02-10,94.37999725341797,94.91999816894531,93.9800033569336,94.88999938964844,80.34913635253906,1178700
2020-02-11,95.3499984741211,96.83000183105469,94.9800033569336,95.87000274658203,81.178955078125,1490600
2020-02-12,96.5999984741211,97.23999786376953,95.93000030517578,95.94999694824219,81.2467041015625,1535500
2020-02-13,95.5199966430664,95.91000366210938,95.0199966430664,95.56999969482422,80.92493438720703,1449600
2020-02-14,94.58999633789062,94.94000244140625,93.88999938964844,94.4800033569336,80.93350219726562,1195700
2020-02-18,93.87000274658203,94.73999786376953,92.47000122070312,93.18000030517578,79.81989288330078,1442600
2020-02-19,93.5,93.6500015258789,93.06999969482422,93.0999984741211,79.75137329101562,1421900
2020-02-20,93.04000091552734,94.5,92.9800033569336,93.77999877929688,80.3338623046875,1422200
2020-02-21,92.93000030517578,93.33000183105469,91.43000030517578,92.5999984741211,79.32305145263672,2103100
2020-02-24,89.11000061035156,89.55999755859375,87.05000305175781,87.83000183105469,75.23697662353516,3387100
2020-02-25,88.22000122070312,88.22000122070312,83.4800033569336,84.05999755859375,72.00752258300781,2961200
2020-02-26,84.7699966430664,85.08000183105469,81.83999633789062,81.91999816894531,70.1743392944336,3064800
2020-02-27,79.30999755859375,80.66999816894531,77.26000213623047,77.5199966430664,66.40521240234375,3928000
2020-02-28,74.88999938964844,75.94000244140625,73.19000244140625,75.44999694824219,64.63199615478516,5092900
2020-03-02,76.0199966430664,79.7300033569336,75.29000091552734,79.55999755859375,68.15272521972656,5088800
2020-03-03,79.47000122070312,80.12999725341797,74.37999725341797,75.05999755859375,64.29792785644531,3844400
2020-03-04,76.44000244140625,77.20999908447266,73.70999908447266,77.16999816894531,66.10538482666016,3976000
2020-03-05,74.05999755859375,74.18000030517578,71.2699966430664,72.26000213623047,61.89939498901367,3709400
2020-03-06,68.47000122070312,71.79000091552734,67.94999694824219,69.80999755859375,59.800662994384766,5168300
2020-03-09,63.75,65.83000183105469,57.380001068115234,58.2400016784668,49.88957214355469,7662100
2020-03-10,62.06999969482422,63.220001220703125,59.38999938964844,62.869998931884766,53.8557243347168,7946300
2020-03-11,60.04999923706055,60.61000061035156,57.20000076293945,57.970001220703125,49.65827941894531,5755700
2020-03-12,52.81999969482422,53.04999923706055,46.29999923706055,46.310001373291016,39.67009353637695,7775400
2020-03-13,51.810001373291016,52.9900016784668,46.63999938964844,52.91999816894531,45.33234786987305,8143900
2020-03-16,44.0,48.06999969482422,43.16999816894531,43.349998474121094,37.134490966796875,6806800
2020-03-17,44.560001373291016,46.970001220703125,40.0,46.77000045776367,40.06413650512695,8187500
2020-03-18,42.56999969482422,47.900001525878906,41.939998626708984,46.18000030517578,39.5587272644043,7466100
2020-03-19,44.77000045776367,47.88999938964844,43.0099983215332,44.369998931884766,38.008243560791016,5083800
2020-03-20,45.220001220703125,46.310001373291016,42.0099983215332,42.2599983215332,36.20077896118164,6519000
2020-03-23,41.0099983215332,42.0,38.619998931884766,39.220001220703125,33.596649169921875,6673400
2020-03-24,42.869998931884766,47.97999954223633,42.16999816894531,47.470001220703125,40.66377258300781,4764100
2020-03-25,50.5,56.40999984741211,47.25,51.61000061035156,44.210182189941406,5927500
2020-03-26,52.470001220703125,57.779998779296875,52.36000061035156,54.650001525878906,46.814300537109375,5747500
2020-03-27,51.56999969482422,55.349998474121094,50.779998779296875,53.040000915527344,45.43514633178711,4724600
2020-03-30,52.150001525878906,54.119998931884766,51.040000915527344,53.75,46.0433464050293,3227000
2020-03-31,53.2599983215332,53.779998779296875,50.709999084472656,52.13999938964844,44.664188385009766,4656000
2020-04-01,48.5,49.849998474121094,46.58000183105469,47.0,40.26115798950195,4233900
2020-04-02,46.36000061035156,48.90999984741211,45.56999969482422,46.630001068115234,39.94420623779297,3999400
2020-04-03,46.290000915527344,47.369998931884766,45.040000915527344,46.09000015258789,39.481632232666016,4530000
2020-04-06,49.900001525878906,50.220001220703125,47.70000076293945,49.13999938964844,42.094322204589844,4675700
2020-04-07,53.970001220703125,54.04999923706055,50.689998626708984,52.060001373291016,44.59566116333008,5451900
2020-04-08,53.0099983215332,55.43000030517578,52.58000183105469,55.02000045776367,47.131256103515625,3952000
2020-04-09,56.95000076293945,60.630001068115234,56.70000076293945,58.70000076293945,50.28361511230469,3736800
2020-04-13,58.630001068115234,59.369998931884766,55.209999084472656,58.0,49.68398666381836,3091900
2020-04-14,59.08000183105469,59.90999984741211,56.9900016784668,58.61000061035156,50.20652770996094,3748600
2020-04-15,55.439998626708984,55.9900016784668,53.93000030517578,54.52000045776367,46.702945709228516,3839700
2020-04-16,53.93000030517578,54.38999938964844,51.81999969482422,52.38999938964844,44.87834167480469,3092900
2020-04-17,55.369998931884766,56.970001220703125,54.65999984741211,56.599998474121094,48.484710693359375,4589200
2020-04-20,54.720001220703125,55.86000061035156,53.470001220703125,54.25,46.47165298461914,2925600
2020-04-21,52.02000045776367,53.060001373291016,51.220001220703125,51.790000915527344,44.36437225341797,3250700
2020-04-22,53.529998779296875,54.060001373291016,52.709999084472656,53.61000061035156,45.92341995239258,3659300
2020-04-23,54.2599983215332,54.9900016784668,52.97999954223633,53.2400016784668,45.60647964477539,2411700
2020-04-24,53.939998626708984,56.20000076293945,53.400001525878906,55.779998779296875,47.782291412353516,2785400
2020-04-27,56.459999084472656,59.7400016784668,56.29999923706055,59.2599983215332,50.763328552246094,2953300
2020-04-28,62.0,63.2400016784668,59.810001373291016,60.650001525878906,51.95402908325195,3180000
2020-04-29,63.5,64.93000030517578,62.900001525878906,64.48999786376953,55.243446350097656,3403800
2020-04-30,62.31999969482422,64.29000091552734,61.83000183105469,62.369998931884766,53.42741394042969,2809400
2020-05-01,60.380001068115234,60.5,58.720001220703125,59.540000915527344,51.003177642822266,2569100
2020-05-04,58.189998626708984,58.9900016784668,57.0099983215332,58.880001068115234,50.43781280517578,2244000
2020-05-05,59.84000015258789,60.65999984741211,58.470001220703125,58.75,50.32645034790039,2256600
2020-05-06,57.54999923706055,58.83000183105469,54.02000045776367,54.119998931884766,46.36030197143555,4459700
2020-05-07,55.08000183105469,58.84000015258789,55.029998779296875,56.720001220703125,48.58750915527344,3514700
2020-05-08,58.119998931884766,59.040000915527344,57.22999954223633,58.97999954223633,50.523468017578125,1996100
2020-05-11,57.95000076293945,58.04999923706055,56.400001525878906,57.04999923706055,48.87019348144531,2183600
2020-05-12,57.5099983215332,57.900001525878906,54.25,54.2599983215332,46.480220794677734,2559500
2020-05-13,53.70000076293945,53.939998626708984,50.970001220703125,51.349998474121094,43.98746109008789,3847000
2020-05-14,50.119998931884766,53.47999954223633,48.52000045776367,53.380001068115234,45.72639465332031,3204500
2020-05-15,52.63999938964844,53.7599983215332,51.83000183105469,52.93000030517578,45.34091567993164,2547700
2020-05-18,55.849998474121094,57.619998931884766,55.5099983215332,57.119998931884766,48.93016052246094,2643200
2020-05-19,56.790000915527344,56.959999084472656,54.95000076293945,54.97999954223633,47.09698486328125,2347900
