Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,105.87999725341797,105.93000030517578,104.2300033569336,104.7300033569336,94.13351440429688,950900
2020-01-03,104.58000183105469,106.58999633789062,104.4000015258789,106.5199966430664,95.74238586425781,745000
2020-01-06,106.51000213623047,107.0199966430664,105.70999908447266,106.44999694824219,95.67948150634766,1207800
2020-01-07,105.88999938964844,106.26000213623047,105.26000213623047,105.97000122070312,95.248046875,893600
2020-01-08,105.98999786376953,106.41000366210938,105.1500015258789,106.18000030517578,95.43679809570312,791200
2020-01-09,105.87999725341797,106.81999969482422,105.63999938964844,105.87999725341797,95.16716003417969,639800
2020-01-10,106.06999969482422,107.86000061035156,105.9000015258789,107.7699966430664,96.86592102050781,817400
2020-01-13,107.7699966430664,108.2300033569336,107.08000183105469,108.12000274658203,97.1805191040039,1045700
2020-01-14,108.0,108.38999938964844,107.0199966430664,108.3499984741211,97.38723754882812,1062600
2020-01-15,108.83999633789062,109.80999755859375,108.66999816894531,109.58999633789062,98.50177001953125,1268300
2020-01-16,109.80999755859375,110.95999908447266,109.44000244140625,110.91000366210938,99.68824005126953,863800
2020-01-17,111.12000274658203,112.0,110.20999908447266,111.55999755859375,100.27245330810547,1616400
2020-01-21,111.86000061035156,112.97000122070312,111.5,112.75,101.34204864501953,728900
2020-01-22,113.0,113.29000091552734,109.19000244140625,109.70999908447266,98.60963439941406,1184000
2020-01-23,109.94000244140625,110.83000183105469,109.4000015258789,110.55999755859375,99.37362670898438,790600
2020-01-24,110.62000274658203,111.05000305175781,110.25,110.93000030517578,99.70620727539062,353500
2020-01-27,110.68000030517578,111.55000305175781,110.41000366210938,111.0,99.76911163330078,427800
2020-01-28,110.86000061035156,111.54000091552734,110.18000030517578,110.5199966430664,99.33768463134766,593000
2020-01-29,110.6500015258789,110.70999908447266,109.04000091552734,109.44999694824219,98.37593078613281,1283400
2020-01-30,109.30000305175781,110.6500015258789,109.01000213623047,110.58000183105469,99.39160919189453,568200
2020-01-31,110.68000030517578,111.0999984741211,109.97000122070312,110.68000030517578,99.48150634765625,668300
2020-02-03,110.72000122070312,111.19000244140625,109.47000122070312,109.58000183105469,98.49279022216797,611700
2020-02-04,109.41000366210938,110.58999633789062,109.41000366210938,110.20999908447266,99.05904388427734,511800
2020-02-05,109.83999633789062,110.30999755859375,109.18000030517578,109.47000122070312,98.39390563964844,803000
2020-02-06,109.45999908447266,110.5999984741211,109.45999908447266,110.0199966430664,98.88826751708984,426600
2020-02-07,110.43000030517578,111.06999969482422,110.08000183105469,110.20999908447266,99.05904388427734,387900
2020-02-10,110.88999938964844,111.25,110.37000274658203,111.25,99.99382019042969,413700
2020-02-11,111.2300033569336,112.04000091552734,111.08999633789062,111.55000305175781,100.26347351074219,449400
2020-02-12,111.33000183105469,112.76000213623047,111.16999816894531,112.16000366210938,100.81172943115234,620200
2020-02-13,112.31999969482422,113.30000305175781,112.18000030517578,113.04000091552734,101.60269927978516,596100
2020-02-14,113.37000274658203,115.44999694824219,113.16999816894531,115.43000030517578,103.75088500976562,665400
2020-02-18,115.62000274658203,115.80999755859375,114.77999877929688,115.4000015258789,103.72393035888672,857200
2020-02-19,112.66999816894531,112.68000030517578,106.45999908447266,107.4800033569336,96.60527801513672,2034300
2020-02-20,107.44000244140625,108.11000061035156,105.22000122070312,107.30999755859375,96.45244598388672,1284200
2020-02-21,107.12000274658203,109.80000305175781,107.08000183105469,109.19999694824219,98.15123748779297,929500
2020-02-24,108.91999816894531,111.30000305175781,108.30000305175781,108.80999755859375,97.80071258544922,1114600
2020-02-25,109.06999969482422,109.06999969482422,105.70999908447266,107.0,96.173828125,1138300
2020-02-26,106.66999816894531,109.76000213623047,105.94000244140625,107.66000366210938,96.76705932617188,1376200
2020-02-27,107.02999877929688,107.83999633789062,100.66999816894531,100.69000244140625,90.50227355957031,1480900
2020-02-28,100.20999908447266,101.52999877929688,97.08000183105469,100.36000061035156,90.20565795898438,2162400
2020-03-02,101.16000366210938,105.87999725341797,101.12000274658203,105.4000015258789,94.73571014404297,1287500
2020-03-03,105.38999938964844,107.38999938964844,104.04000091552734,105.6500015258789,94.9604263305664,1211800
2020-03-04,107.26000213623047,112.44000244140625,106.62999725341797,109.79000091552734,98.68153381347656,1457600
2020-03-05,108.76000213623047,110.87000274658203,107.81999969482422,110.55999755859375,99.37362670898438,979600
2020-03-06,108.27999877929688,110.4000015258789,106.4800033569336,110.0199966430664,98.88826751708984,972100
2020-03-09,105.62999725341797,108.26000213623047,104.05000305175781,105.9000015258789,95.18512725830078,1380900
2020-03-10,107.5199966430664,108.31999969482422,101.29000091552734,107.58000183105469,96.69515991210938,1597100
2020-03-11,105.29000091552734,105.91999816894531,103.5199966430664,104.4000015258789,93.83688354492188,1371100
2020-03-12,99.80000305175781,102.88999938964844,95.91000366210938,96.27999877929688,86.53848266601562,2108700
2020-03-13,99.05999755859375,100.2699966430664,92.81999969482422,96.58000183105469,87.62724304199219,2030500
2020-03-16,89.7300033569336,92.5,81.38999938964844,81.63999938964844,74.0721435546875,2025200
2020-03-17,82.83000183105469,88.25,81.95999908447266,86.2300033569336,78.2366714477539,1931300
2020-03-18,81.63999938964844,92.41000366210938,80.5999984741211,89.97000122070312,81.62996673583984,2893700
2020-03-19,89.26000213623047,90.70999908447266,84.30000305175781,86.69999694824219,78.66309356689453,2297200
2020-03-20,86.7300033569336,86.7300033569336,77.69999694824219,79.72000122070312,72.33013153076172,2037600
2020-03-23,79.72000122070312,80.2300033569336,72.69999694824219,74.61000061035156,67.69381713867188,1702900
2020-03-24,76.4800033569336,79.4800033569336,74.87000274658203,78.31999969482422,71.05989074707031,1945200
2020-03-25,77.52999877929688,87.18000030517578,77.1500015258789,83.04000091552734,75.34236145019531,1057700
2020-03-26,82.94000244140625,90.29000091552734,82.18000030517578,89.83000183105469,81.5029525756836,1469600
2020-03-27,87.9000015258789,97.16000366210938,87.62000274658203,96.0199966430664,87.119140625,1769000
2020-03-30,96.69999694824219,98.80999755859375,93.62999725341797,96.75,87.78147888183594,2442400
2020-03-31,95.68000030517578,97.0199966430664,93.5999984741211,95.76000213623047,86.88323974609375,2695600
2020-04-01,92.55000305175781,96.69000244140625,91.80999755859375,94.0,85.2863998413086,2317900
2020-04-02,92.66999816894531,96.95999908447266,91.13999938964844,95.95999908447266,87.06471252441406,2234900
2020-04-03,95.23999786376953,97.56999969482422,94.36000061035156,96.12999725341797,87.21894836425781,1733400
2020-04-06,97.9000015258789,100.29000091552734,97.0199966430664,99.87999725341797,90.621337890625,1448700
2020-04-07,101.0,102.41000366210938,97.20999908447266,97.47000122070312,88.43472290039062,1406800
2020-04-08,96.88999938964844,98.7300033569336,95.66999816894531,98.19000244140625,89.0879898071289,1788900
